A,B,C,D,E,F
11,17,30,18,9,15
11,17,29,18,9,16
11,17,30,18,9,15
11,17,30,18,9,15
10,18,30,18,9,15
10,17,30,19,9,15
9,17,31,19,9,15
10,17,30,19,9,15
10,17,30,19,9,15
9,18,30,19,9,15
9,17,30,19,9,16
10,17,29,19,9,16
10,17,30,19,8,16
10,17,30,19,8,16
10,17,31,19,7,16
10,17,31,19,6,17
11,16,31,19,6,17
12,16,31,19,6,16
12,16,31,19,6,16
13,16,31,18,6,16
12,17,31,18,6,16
12,17,32,17,6,16
13,17,32,16,6,16
13,16,32,16,6,17
13,16,32,16,6,17
13,16,32,16,6,17
12,16,32,16,6,18
12,15,33,16,6,18
13,15,33,16,6,17
13,16,32,16,6,17
13,17,31,16,6,17
12,17,31,16,7,17
12,17,32,16,7,16
12,17,32,17,7,15
12,17,32,18,7,14
12,17,33,18,7,13
13,17,33,18,6,13
13,18,32,18,6,13
13,18,33,18,5,13
12,18,34,18,5,13
11,18,35,18,5,13
11,18,36,17,5,13
12,17,36,17,5,13
12,17,35,17,5,14
12,17,35,17,5,14
12,17,35,17,5,14
12,17,36,16,5,14
11,17,37,16,5,14
11,17,37,16,5,14
11,17,37,16,6,13
11,17,37,17,5,13
11,17,38,16,5,13
12,16,38,16,5,13
12,17,38,16,4,13
12,17,37,17,4,13
12,17,38,17,4,12
11,17,38,17,5,12
11,16,38,17,6,12
12,16,37,17,6,12
12,15,38,17,6,12
12,15,39,16,6,12
12,15,39,17,6,11
11,16,39,17,6,11
11,17,39,16,6,11
11,18,38,16,6,11
11,18,38,15,7,11
11,19,38,15,6,11
11,20,38,15,6,10
11,20,39,15,5,10
12,20,39,15,4,10
12,20,39,16,3,10
12,20,39,16,2,11
12,20,39,16,1,12
12,21,38,16,1,12
12,20,39,16,1,12
12,20,40,15,1,12
11,20,40,16,1,12
11,20,40,16,0,13
10,20,40,16,1,13
10,20,40,17,1,12
10,20,40,17,1,12
9,20,40,18,1,12
9,20,40,17,1,13
9,19,40,17,2,13
9,19,39,17,3,13
9,18,39,17,3,14
10,17,39,17,3,14
10,17,39,17,3,14
10,17,39,16,4,14
9,17,39,17,4,14
10,17,39,17,3,14
10,17,38,17,3,15
10,16,38,18,3,15
10,16,38,17,3,16
10,16,38,17,3,16
10,17,37,17,3,16
11,17,37,17,2,16
11,17,37,17,1,17
11,17,38,17,1,16
11,17,37,17,2,16
11,16,37,17,3,16
12,16,36,17,3,16
13,15,36,17,3,16
12,15,37,17,3,16
12,14,37,17,3,17
11,14,38,17,3,17
11,14,38,17,3,17
10,14,38,17,4,17
10,15,38,16,4,17
9,16,38,16,4,17
10,15,38,16,4,17
10,16,38,15,4,17
10,16,39,15,4,16
10,16,39,14,5,16
10,17,39,13,5,16
10,17,39,14,4,16
9,17,39,14,5,16
9,18,39,14,4,16
10,18,39,13,4,16
10,18,39,13,4,16
9,18,40,13,4,16
9,19,39,13,4,16
10,18,39,13,4,16
10,18,40,13,3,16
10,18,40,14,3,15
10,19,39,14,3,15
10,19,39,14,3,15
10,18,39,15,3,15
10,19,39,15,3,14
11,19,39,15,2,14
11,18,40,15,2,14
11,18,40,15,2,14
11,17,40,15,3,14
10,17,40,16,3,14
10,17,41,16,2,14
10,17,41,16,1,15
10,17,41,17,1,14
10,17,41,18,1,13
10,16,41,19,1,13
10,17,41,19,1,12
10,17,41,19,1,12
11,17,41,19,1,11
11,17,41,19,1,11
11,17,40,20,1,11
11,18,40,20,1,10
10,18,40,20,2,10
10,19,40,20,2,9
9,20,40,20,2,9
8,20,40,21,2,9
8,20,40,21,2,9
8,20,40,21,2,9
7,20,40,21,2,10
6,20,40,21,2,11
5,20,40,22,2,11
5,20,40,22,2,11
5,20,40,22,2,11
5,20,41,22,2,10
5,20,42,21,2,10
4,20,43,21,2,10
5,20,43,21,2,9
6,20,42,21,2,9
5,20,42,21,3,9
5,20,41,22,3,9
4,20,42,22,3,9
4,19,42,22,3,10
4,19,42,22,4,9
4,19,42,22,3,10
4,19,43,22,3,9
4,20,42,22,3,9
5,20,42,21,3,9
6,20,42,20,3,9
6,21,42,20,3,8
6,21,42,20,4,7
6,21,42,20,4,7
6,21,41,21,4,7
6,21,41,21,3,8
6,20,41,22,3,8
6,20,40,22,3,9
7,20,40,22,3,8
7,20,41,22,3,7
7,21,41,22,2,7
7,22,40,22,2,7
7,22,40,22,1,8
7,22,40,21,2,8
7,22,40,20,3,8
6,22,41,20,3,8
6,22,41,20,2,9
6,22,41,20,3,8
6,21,42,20,3,8
7,21,42,19,3,8
7,21,43,19,3,7
7,21,43,19,3,7
7,21,42,19,4,7
7,21,42,20,4,6
7,20,43,20,4,6
7,20,43,19,5,6
7,20,43,19,4,7
7,20,43,19,3,8
7,19,43,19,4,8
7,20,43,18,4,8
7,19,43,19,4,8
7,19,44,18,4,8
7,18,44,18,4,9
7,18,44,17,4,10
6,18,45,17,4,10
6,18,45,16,4,11
5,18,45,16,4,12
5,18,45,16,5,11
5,18,45,17,5,10
5,18,45,17,5,10
4,18,45,18,5,10
4,18,46,17,5,10
4,18,46,18,4,10
3,18,46,18,5,10
3,19,46,18,5,9
4,19,46,18,5,8
4,19,46,17,6,8
4,18,47,17,6,8
4,18,47,17,6,8
4,18,47,17,6,8
4,17,47,18,6,8
4,18,47,18,6,7
5,17,47,18,6,7
5,17,46,18,6,8
4,17,46,18,7,8
4,17,47,18,7,7
4,17,46,18,8,7
4,17,45,18,8,8
4,17,44,18,8,9
4,17,44,19,7,9
4,17,44,20,6,9
4,16,44,20,7,9
5,16,44,19,7,9
5,16,44,19,7,9
6,15,44,19,7,9
6,15,44,19,7,9
6,15,43,20,7,9
6,14,43,20,7,10
6,15,42,20,7,10
6,14,42,20,7,11
7,14,41,20,7,11
7,15,40,20,7,11
7,16,39,20,7,11
6,16,40,20,7,11
6,16,40,21,7,10
7,16,40,21,7,9
7,16,39,22,7,9
7,16,40,22,7,8
7,16,40,21,8,8
8,16,40,21,8,7
7,16,40,21,8,8
8,15,40,21,8,8
8,16,39,21,8,8
8,16,40,20,8,8
8,16,40,20,8,8
8,17,40,20,7,8
8,18,40,19,7,8
8,18,40,19,7,8
8,18,40,19,7,8
8,17,41,19,7,8
7,18,41,19,7,8
7,18,41,20,6,8
7,18,41,20,6,8
7,18,42,20,5,8
7,18,43,20,5,7
7,17,43,20,6,7
6,17,43,21,6,7
6,17,43,21,6,7
5,17,43,21,7,7
6,16,43,21,7,7
6,17,43,20,7,7
5,17,43,20,7,8
6,16,43,20,7,8
6,16,42,21,7,8
6,16,42,21,7,8
6,15,42,21,7,9
5,16,42,21,7,9
5,16,42,21,7,9
5,15,42,22,7,9
5,14,42,22,8,9
5,14,41,23,8,9
5,15,41,23,7,9
5,16,40,23,7,9
5,17,40,23,6,9
5,17,40,22,6,10
5,17,41,21,6,10
4,18,41,21,6,10
5,17,41,21,6,10
5,17,41,21,6,10
6,16,41,21,6,10
5,17,41,21,6,10
5,17,41,21,7,9
5,17,41,21,7,9
5,16,42,21,7,9
4,16,42,22,7,9
4,16,42,21,8,9
4,16,41,22,8,9
5,16,40,22,8,9
5,16,41,21,8,9
5,16,40,22,8,9
4,16,41,22,8,9
4,16,41,22,8,9
4,16,41,22,8,9
4,16,41,21,9,9
4,15,41,21,10,9
4,15,41,21,10,9
4,15,41,20,11,9
5,15,41,20,10,9
5,15,41,21,10,8
5,15,42,21,10,7
4,15,42,22,10,7
4,16,41,22,10,7
4,16,41,21,11,7
5,16,40,21,11,7
6,16,40,20,11,7
6,16,40,19,12,7
6,16,41,19,12,6
5,16,41,19,13,6
6,16,41,19,12,6
7,16,41,19,12,5
6,17,41,19,12,5
5,17,41,19,13,5
4,17,42,19,13,5
4,16,43,19,13,5
4,16,43,19,13,5
4,16,42,19,13,6
4,16,42,20,12,6
4,16,42,19,13,6
4,16,42,18,14,6
3,16,43,18,14,6
3,17,43,17,14,6
3,17,43,16,15,6
3,17,43,17,14,6
4,17,42,17,14,6
4,18,42,17,14,5
4,19,42,16,14,5
4,19,43,16,13,5
4,19,43,16,13,5
4,19,44,16,12,5
4,18,45,16,12,5
4,18,45,16,12,5
3,18,45,16,13,5
3,18,45,15,14,5
4,18,44,15,14,5
5,18,44,15,13,5
4,18,44,15,14,5
4,19,44,15,13,5
4,19,44,15,13,5
4,19,44,16,12,5
4,19,44,15,13,5
4,18,44,15,14,5
5,18,43,15,14,5
5,18,43,15,14,5
6,17,43,15,14,5
7,17,43,15,13,5
7,16,44,15,13,5
8,15,44,15,13,5
8,14,44,15,13,6
8,15,44,14,13,6
7,15,44,14,13,7
7,15,44,14,13,7
7,14,45,14,13,7
7,14,45,14,13,7
7,14,45,13,13,8
7,14,45,12,14,8
7,15,45,12,13,8
6,15,46,12,13,8
6,16,46,12,12,8
6,16,45,12,12,9
6,16,46,12,12,8
6,15,47,12,12,8
5,15,47,12,12,9
5,15,46,13,12,9
5,15,47,12,12,9
4,15,47,12,12,10
4,14,47,13,12,10
4,14,48,13,11,10
4,14,49,13,11,9
5,13,49,13,11,9
4,13,50,13,11,9
4,13,50,13,10,10
5,13,50,13,10,9
5,14,50,13,9,9
5,14,51,13,9,8
5,14,51,13,10,7
5,14,51,13,10,7
5,14,50,13,11,7
5,14,50,14,10,7
5,15,50,13,10,7
4,15,50,13,11,7
4,14,50,13,11,8
4,13,50,13,11,9
3,14,50,13,11,9
4,14,49,13,11,9
4,15,49,13,11,8
4,15,49,13,10,9
4,16,49,13,10,8
4,16,49,13,10,8
4,16,48,14,10,8
5,16,48,14,10,7
5,16,49,13,10,7
5,16,49,12,11,7
5,16,49,12,11,7
5,16,49,12,11,7
5,16,49,11,12,7
5,16,50,11,12,6
5,16,50,10,13,6
6,15,50,10,13,6
7,15,50,10,13,5
8,15,50,10,13,4
8,15,49,11,13,4
8,15,49,10,13,5
8,16,49,9,13,5
8,16,48,10,13,5
8,17,47,10,13,5
8,17,47,10,14,4
7,18,47,10,14,4
6,18,47,10,15,4
6,18,48,10,15,3
5,18,48,10,16,3
5,18,48,11,16,2
6,18,48,11,15,2
6,18,49,11,14,2
6,18,49,12,14,1
7,18,49,12,14,0
7,18,49,12,14,0
7,18,49,12,14,0
7,17,49,12,15,0
6,17,49,13,15,0
6,17,49,13,15,0
6,17,48,13,15,1
5,17,48,13,16,1
5,17,48,12,17,1
5,16,48,12,18,1
6,16,47,12,18,1
6,17,47,12,17,1
7,17,46,12,17,1
7,17,46,12,17,1
8,16,46,12,17,1
8,16,45,12,18,1
8,16,44,12,18,2
8,16,44,13,17,2
8,16,43,13,18,2
8,17,43,13,18,1
8,17,43,13,18,1
8,17,43,12,19,1
8,16,44,12,19,1
8,16,44,11,20,1
7,16,45,11,20,1
6,16,45,11,20,2
6,16,45,11,20,2
5,16,45,12,20,2
5,16,45,12,20,2
4,17,45,12,20,2
4,18,45,11,20,2
4,18,45,11,20,2
4,18,44,11,20,3
4,17,44,11,21,3
4,17,45,11,21,2
5,17,45,11,21,1
5,17,45,11,20,2
5,16,45,11,21,2
6,16,45,11,20,2
5,16,45,12,20,2
5,16,44,12,20,3
5,17,44,12,20,2
5,17,44,12,20,2
5,18,43,12,20,2
5,19,43,12,20,1
5,20,43,12,19,1
5,20,43,12,19,1
5,20,43,11,20,1
5,20,44,10,20,1
5,20,44,10,19,2
6,20,44,10,19,1
6,20,44,10,19,1
6,20,44,10,20,0
6,20,44,10,20,0
6,20,44,10,20,0
6,20,44,10,20,0
6,20,44,10,20,0
6,20,45,9,20,0
5,20,45,10,20,0
5,20,44,11,20,0
4,21,44,11,20,0
4,21,44,10,21,0
4,21,44,11,20,0
5,21,44,10,20,0
5,21,44,10,20,0
5,21,44,11,19,0
5,21,44,12,18,0
5,22,44,11,18,0
5,22,43,11,18,1
4,23,43,11,18,1
5,22,43,11,18,1
5,22,44,11,18,0
6,22,44,10,18,0
5,23,44,10,18,0
5,22,44,11,18,0
5,22,43,12,18,0
5,23,43,12,17,0
5,23,43,11,17,1
5,23,43,11,17,1
5,24,43,11,17,0
5,24,43,11,17,0
5,24,42,11,18,0
5,25,41,11,18,0
6,25,41,11,17,0
5,26,41,11,17,0
5,26,41,11,17,0
5,26,41,11,17,0
6,26,40,11,17,0
6,25,40,12,17,0
6,24,40,12,17,1
6,24,40,13,16,1
7,24,40,12,16,1
7,23,40,12,17,1
7,22,41,12,17,1
7,21,41,12,18,1
8,21,41,12,18,0
8,20,41,13,18,0
8,20,42,13,17,0
8,20,42,13,16,1
9,19,42,13,16,1
9,19,41,13,16,2
9,19,41,13,17,1
9,19,41,13,17,1
9,19,40,13,18,1
9,20,40,12,18,1
9,20,40,12,18,1
10,20,40,11,18,1
11,19,40,11,18,1
10,20,40,11,18,1
10,20,39,11,18,2
9,21,39,11,18,2
9,21,39,11,18,2
10,21,39,11,17,2
10,21,39,12,17,1
10,21,38,12,18,1
11,21,37,12,18,1
12,21,37,11,18,1
12,21,37,11,19,0
12,20,38,11,19,0
12,20,38,11,19,0
12,20,38,11,19,0
12,19,38,12,19,0
12,20,38,12,18,0
13,19,38,12,18,0
13,20,38,12,17,0
12,20,39,12,17,0
12,20,38,12,18,0
11,20,38,12,19,0
11,20,38,12,19,0
11,20,38,12,19,0
12,20,37,12,19,0
12,20,38,12,18,0
12,20,38,12,18,0
12,20,38,11,18,1
12,21,38,11,17,1
13,21,38,11,16,1
13,21,38,11,16,1
12,21,38,12,16,1
13,21,38,12,16,0
13,21,39,11,16,0
14,20,39,11,16,0
15,20,38,11,16,0
15,21,37,11,16,0
16,21,37,11,15,0
15,21,37,11,16,0
14,21,37,12,16,0
14,21,37,12,16,0
14,21,38,11,16,0
14,21,38,11,15,1
14,21,37,12,15,1
15,20,37,12,15,1
16,19,37,12,15,1
16,20,37,12,14,1
16,20,37,13,13,1
16,20,37,13,12,2
16,20,36,14,12,2
17,19,36,14,12,2
17,20,36,13,12,2
17,19,36,13,12,3
16,19,36,13,12,4
16,19,36,13,12,4
16,19,36,14,12,3
16,19,36,14,12,3
15,20,36,14,12,3
15,20,35,14,13,3
15,20,35,14,13,3
15,20,34,14,14,3
15,20,34,13,15,3
15,20,35,13,14,3
15,20,35,13,14,3
16,20,35,12,14,3
16,19,35,12,15,3
16,18,35,13,15,3
16,18,35,13,15,3
16,17,35,13,15,4
15,17,35,14,15,4
15,17,35,14,15,4
15,17,35,15,14,4
15,17,35,15,14,4
15,17,35,15,14,4
15,17,35,16,13,4
14,17,35,16,13,5
14,17,36,16,13,4
13,17,36,16,14,4
14,17,35,16,14,4
14,18,35,15,14,4
14,18,34,15,14,5
14,19,33,15,14,5
13,19,33,16,14,5
12,20,33,16,14,5
12,20,33,16,14,5
12,20,33,15,14,6
12,19,34,15,14,6
12,19,35,15,13,6
12,18,35,15,13,7
13,17,35,15,13,7
13,17,35,15,13,7
13,17,35,14,14,7
12,17,35,14,14,8
12,18,34,14,14,8
12,17,34,15,14,8
12,16,34,16,14,8
12,15,34,16,14,9
11,15,34,16,15,9
10,16,34,16,15,9
11,16,34,16,14,9
11,16,33,17,14,9
11,15,34,17,14,9
12,15,33,17,14,9
12,15,34,16,14,9
12,15,34,16,14,9
12,15,34,17,13,9
12,15,34,17,14,8
12,15,34,17,14,8
12,15,34,17,14,8
11,16,34,17,14,8
11,17,34,17,13,8
11,18,33,17,13,8
11,18,33,16,14,8
11,18,32,16,14,9
11,18,32,16,14,9
11,19,31,16,14,9
10,20,31,16,14,9
10,20,31,15,15,9
10,19,32,15,15,9
10,19,33,15,14,9
10,19,34,15,14,8
10,19,34,15,14,8
10,19,35,15,14,7
10,19,35,16,14,6
10,19,35,16,14,6
10,18,35,16,15,6
10,18,36,16,15,5
10,18,36,16,15,5
10,18,36,17,14,5
10,18,35,17,14,6
10,18,35,17,14,6
10,17,36,17,14,6
10,17,36,17,14,6
10,17,36,17,14,6
10,17,36,17,14,6
10,17,36,17,14,6
10,17,36,17,14,6
10,17,36,18,14,5
10,16,36,18,15,5
10,16,36,18,15,5
11,16,36,18,14,5
11,16,37,18,13,5
11,17,37,17,13,5
11,17,37,17,13,5
11,18,36,17,13,5
11,19,36,17,13,4
11,19,35,17,14,4
11,19,35,18,13,4
11,19,35,18,13,4
11,19,35,17,13,5
12,19,35,16,13,5
12,19,36,16,13,4
11,19,36,17,13,4
10,19,37,17,13,4
10,19,36,18,13,4
9,19,36,18,13,5
9,19,36,18,14,4
9,19,36,18,14,4
9,19,37,18,13,4
9,19,37,18,13,4
9,18,38,18,13,4
9,18,38,18,14,3
10,18,38,17,14,3
10,19,38,16,14,3
10,19,37,17,14,3
10,18,37,18,14,3
10,19,36,18,14,3
10,19,36,18,14,3
11,18,36,18,14,3
11,18,36,18,14,3
11,17,36,18,15,3
11,17,36,18,15,3
10,17,36,18,15,4
9,17,37,18,15,4
8,18,37,18,15,4
8,18,37,19,14,4
8,18,36,20,14,4
8,18,36,20,14,4
8,18,36,20,14,4
8,18,36,20,14,4
8,18,36,20,14,4
9,18,36,20,14,3
9,19,36,20,14,2
9,20,35,20,14,2
9,20,35,21,14,1
9,20,35,21,14,1
8,20,35,21,15,1
9,20,35,20,15,1
8,20,35,20,15,2
8,20,36,19,15,2
8,20,36,19,15,2
8,20,36,19,15,2
7,20,36,19,16,2
7,20,36,19,16,2
8,20,35,19,16,2
8,20,34,19,17,2
8,20,34,19,17,2
8,20,34,20,16,2
8,20,34,19,17,2
9,20,34,19,16,2
10,20,34,19,16,1
10,19,34,20,16,1
11,19,33,20,16,1
12,19,33,20,16,0
12,19,32,20,17,0
13,19,31,20,17,0
13,18,32,20,17,0
13,18,33,20,16,0
13,18,33,20,16,0
13,18,33,20,15,1
12,18,33,21,15,1
12,17,34,21,15,1
12,17,33,21,16,1
12,17,32,21,16,2
12,17,32,21,16,2
12,18,32,21,16,1
12,18,31,21,16,2
12,18,30,21,16,3
12,18,31,21,16,2
13,18,31,20,16,2
13,18,31,20,16,2
12,18,32,20,16,2
12,18,31,20,16,3
13,18,31,20,16,2
13,18,30,21,16,2
13,18,29,21,16,3
13,18,28,21,16,4
13,18,29,20,16,4
13,18,29,20,15,5
12,18,29,21,15,5
12,18,29,20,16,5
12,17,29,20,17,5
12,17,30,20,16,5
13,17,30,20,16,4
13,16,30,21,16,4
13,16,30,21,17,3
13,16,29,22,17,3
14,16,29,22,16,3
14,17,29,21,16,3
14,17,30,20,16,3
15,17,30,19,16,3
14,17,30,20,16,3
14,17,30,20,17,2
14,17,30,20,17,2
14,17,29,20,18,2
14,17,29,20,18,2
14,17,29,20,19,1
14,17,29,20,19,1
15,17,29,20,19,0
15,17,29,20,19,0
15,17,28,20,19,1
14,17,28,20,19,2
14,16,29,20,19,2
14,16,29,21,19,1
14,15,29,21,19,2
14,15,29,21,19,2
14,15,29,21,19,2
14,16,29,21,18,2
14,16,29,21,18,2
14,16,28,21,18,3
13,17,28,21,18,3
12,17,28,21,18,4
13,17,28,21,17,4
13,18,27,21,17,4
13,18,27,20,17,5
13,19,27,20,17,4
13,19,27,20,17,4
13,18,27,20,17,5
13,18,27,20,17,5
12,18,27,21,17,5
12,18,27,21,16,6
12,19,26,21,16,6
12,19,25,22,16,6
12,20,25,22,16,5
11,21,25,22,16,5
12,21,25,22,15,5
12,21,25,23,14,5
12,21,25,23,15,4
12,21,25,24,14,4
12,21,25,23,15,4
12,21,25,23,15,4
12,21,25,24,15,3
13,21,25,24,15,2
12,21,25,24,16,2
13,20,25,24,16,2
13,20,25,24,16,2
14,20,24,24,16,2
14,20,25,24,15,2
14,20,25,24,16,1
14,20,25,24,16,1
14,20,25,24,15,2
14,21,25,24,14,2
14,22,25,23,14,2
14,22,25,22,15,2
14,22,25,22,14,3
14,22,24,22,14,4
14,22,25,22,13,4
14,23,24,22,13,4
14,23,23,22,13,5
15,22,23,22,13,5
15,22,23,22,13,5
15,21,23,22,13,6
15,21,23,23,12,6
15,21,24,23,12,5
15,22,23,23,12,5
14,22,23,23,13,5
14,22,23,23,13,5
14,22,22,23,14,5
14,22,22,23,14,5
14,22,23,23,14,4
14,22,22,23,15,4
15,22,21,23,15,4
15,22,21,24,15,3
15,22,20,24,16,3
15,22,21,23,16,3
15,22,21,24,16,2
15,22,21,24,16,2
15,22,22,23,16,2
15,21,22,23,17,2
16,21,22,23,17,1
16,22,22,23,16,1
16,22,22,23,16,1
16,21,22,24,16,1
16,21,22,25,16,0
16,21,22,25,15,1
16,21,22,25,15,1
16,21,22,24,16,1
16,21,21,24,17,1
15,22,21,24,17,1
15,22,21,24,17,1
14,22,21,24,17,2
14,21,21,25,17,2
14,20,21,25,18,2
14,20,21,25,18,2
14,20,21,25,17,3
15,20,20,25,17,3
14,20,20,25,18,3
14,20,20,25,18,3
15,20,20,25,17,3
15,20,19,25,17,4
15,19,19,25,18,4
15,18,19,25,18,5
15,17,20,25,18,5
16,17,19,25,18,5
15,17,20,25,18,5
15,17,19,25,18,6
14,18,19,25,18,6
13,18,19,25,18,7
13,18,19,25,18,7
13,18,19,25,18,7
12,18,20,25,18,7
12,19,20,24,18,7
11,19,20,24,18,8
10,19,21,24,18,8
10,19,20,24,19,8
10,19,20,24,18,9
10,19,20,25,17,9
10,19,20,26,17,8
10,19,20,26,18,7
11,19,20,26,18,6
11,19,20,26,18,6
11,19,20,26,19,5
12,19,20,26,19,4
12,19,20,26,19,4
12,18,20,26,19,5
12,18,21,25,19,5
12,17,21,25,19,6
12,17,21,25,19,6
12,17,21,26,18,6
12,18,21,25,18,6
12,18,21,25,18,6
11,18,22,25,18,6
12,18,22,24,18,6
13,18,22,24,18,5
13,18,22,23,18,6
13,18,22,24,17,6
13,18,23,23,17,6
13,18,24,23,16,6
13,18,24,23,17,5
14,18,23,23,17,5
14,17,24,23,17,5
13,17,24,24,17,5
13,17,24,24,17,5
13,17,24,24,17,5
13,18,24,24,16,5
14,18,24,23,16,5
14,18,24,23,16,5
14,18,24,23,15,6
14,19,24,22,15,6
15,19,24,22,15,5
15,19,24,21,16,5
15,19,25,20,16,5
14,20,25,20,16,5
14,20,25,20,16,5
14,20,25,20,16,5
14,21,25,20,16,4
14,21,25,19,17,4
14,21,26,19,17,3
13,21,26,19,18,3
14,21,26,19,18,2
13,21,26,19,19,2
12,21,26,19,19,3
12,22,26,19,19,2
12,22,26,19,19,2
12,22,26,19,19,2
12,22,26,18,20,2
12,22,26,19,19,2
12,21,26,20,19,2
12,21,25,21,19,2
12,22,25,21,18,2
12,22,26,21,18,1
12,21,26,21,18,2
12,22,26,21,18,1
13,21,26,21,18,1
13,21,25,21,19,1
14,21,25,21,18,1
14,21,26,20,18,1
14,21,25,20,18,2
15,20,25,20,18,2
15,20,24,21,18,2
15,20,24,21,18,2
15,19,24,21,18,3
16,18,24,21,18,3
17,18,24,21,18,2
17,18,23,22,18,2
17,18,22,22,18,3
16,18,22,23,18,3
16,18,22,23,17,4
17,17,22,23,17,4
17,16,22,23,18,4
18,16,22,23,17,4
18,16,23,22,17,4
18,16,24,22,16,4
18,16,23,23,16,4
17,16,24,23,16,4
17,16,25,23,15,4
18,16,25,22,15,4
18,16,25,22,15,4
19,16,25,22,14,4
20,15,25,22,14,4
20,15,25,23,14,3
19,16,25,23,14,3
19,17,25,23,13,3
19,17,25,22,14,3
19,16,26,22,14,3
19,16,26,22,15,2
18,16,26,22,16,2
18,16,26,22,16,2
18,16,27,22,16,1
18,16,27,23,16,0
18,16,27,23,16,0
19,15,27,23,16,0
19,15,27,23,16,0
19,16,27,22,16,0
19,16,27,22,16,0
19,16,28,21,16,0
19,16,28,20,16,1
19,17,28,19,16,1
19,17,28,19,15,2
20,17,28,19,15,1
20,16,28,19,15,2
20,16,28,19,15,2
20,16,28,19,15,2
21,16,27,19,15,2
21,16,28,18,15,2
21,16,28,18,15,2
20,17,28,18,15,2
20,17,29,18,14,2
20,17,29,17,14,3
20,17,29,17,15,2
20,16,29,17,16,2
20,16,30,17,15,2
20,16,29,17,16,2
20,16,29,17,16,2
20,16,29,17,16,2
20,16,29,18,16,1
21,16,29,18,15,1
21,16,30,18,14,1
21,17,30,18,13,1
21,17,31,18,12,1
21,17,31,18,11,2
21,17,32,18,11,1
22,17,32,18,11,0
22,17,31,18,11,1
22,17,31,18,11,1
22,17,31,18,11,1
22,17,31,18,10,2
22,17,31,18,10,2
22,17,30,19,10,2
21,17,30,19,10,3
22,17,30,19,9,3
22,17,30,19,10,2
22,17,30,20,9,2
22,17,30,20,10,1
23,17,29,20,10,1
24,17,29,19,10,1
24,17,29,18,11,1
24,17,29,19,11,0
24,17,29,19,11,0
24,17,29,19,11,0
23,17,29,19,11,1
22,18,29,19,11,1
22,18,29,19,11,1
23,17,29,19,11,1
23,17,30,18,11,1
23,17,30,18,11,1
23,17,31,17,11,1
23,17,31,17,12,0
24,17,31,17,11,0
25,16,31,17,11,0
25,16,31,17,11,0
24,16,31,17,11,1
23,16,32,17,11,1
23,16,32,16,11,2
23,15,32,17,11,2
24,14,32,17,11,2
24,14,32,17,11,2
24,14,32,18,10,2
25,14,31,18,10,2
25,14,31,18,10,2
25,14,31,19,10,1
25,14,32,19,9,1
25,15,31,19,9,1
25,15,31,20,9,0
25,14,31,20,10,0
25,14,30,21,10,0
25,14,29,21,11,0
25,14,29,21,11,0
25,14,29,21,11,0
25,14,29,21,11,0
25,14,30,21,10,0
25,14,30,21,10,0
26,14,29,21,10,0
25,15,29,21,10,0
25,15,28,21,10,1
26,15,28,20,10,1
26,16,28,20,10,0
26,17,28,19,10,0
26,17,28,19,10,0
25,17,28,20,10,0
25,16,28,20,11,0
25,15,28,20,11,1
25,14,28,20,12,1
25,14,27,20,12,2
25,13,27,21,12,2
26,13,27,21,12,1
27,13,27,20,12,1
27,13,28,19,12,1
27,12,28,20,12,1
27,12,28,20,12,1
26,12,28,20,12,2
26,12,28,20,13,1
26,12,27,21,13,1
27,11,27,21,13,1
26,11,27,21,14,1
25,11,27,22,14,1
25,11,27,22,14,1
25,11,28,22,13,1
25,11,28,22,13,1
24,11,29,22,13,1
25,10,29,22,13,1
25,11,29,22,13,0
25,11,29,22,13,0
24,11,29,23,13,0
24,10,29,24,13,0
24,10,29,24,13,0
24,10,28,25,13,0
24,10,28,24,14,0
23,10,29,24,14,0
23,10,28,24,15,0
23,10,29,24,14,0
23,10,29,24,14,0
23,9,29,24,14,1
24,9,29,24,14,0
24,9,29,25,13,0
24,8,29,26,13,0
23,8,29,27,13,0
22,8,29,27,14,0
21,8,29,27,15,0
21,7,30,27,15,0
20,8,30,27,15,0
20,8,30,26,15,1
20,7,30,26,15,2
19,8,30,26,15,2
18,8,31,26,15,2
17,9,31,26,15,2
16,9,31,26,16,2
17,9,31,26,15,2
17,9,31,26,15,2
17,9,31,26,16,1
18,9,30,26,16,1
17,9,30,26,16,2
18,9,30,25,16,2
18,9,29,26,16,2
19,9,29,26,15,2
19,9,29,26,15,2
19,9,29,26,15,2
19,10,28,26,15,2
19,10,28,26,16,1
19,10,28,26,16,1
19,10,28,26,16,1
18,10,28,27,16,1
19,10,28,26,16,1
19,10,28,26,17,0
19,10,28,26,17,0
19,9,28,27,17,0
18,9,28,27,17,1
18,9,28,27,17,1
18,9,28,26,18,1
18,10,27,26,18,1
17,10,28,26,18,1
17,10,27,26,19,1
17,10,27,25,20,1
17,10,26,25,20,2
17,10,27,24,20,2
18,10,27,24,20,1
19,10,26,24,20,1
19,10,26,23,21,1
19,10,26,23,21,1
18,10,27,23,21,1
18,10,27,23,21,1
18,10,27,23,22,0
19,10,27,22,22,0
19,10,27,22,22,0
19,10,27,22,22,0
19,10,26,22,23,0
19,10,26,21,23,1
19,11,26,21,22,1
19,12,26,21,21,1
19,12,25,21,21,2
20,12,25,21,21,1
20,11,25,21,21,2
20,12,25,21,20,2
20,12,25,21,20,2
20,12,25,22,20,1
