A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
41,60,49,52,61,34,53,58,58,50,58,43,55,56,46,51,39,34,57,45
41,59,49,52,62,34,53,58,58,50,58,43,55,56,46,51,39,34,57,45
41,59,49,51,62,34,53,58,58,50,58,43,55,56,46,52,39,34,57,45
41,59,49,51,62,35,53,58,58,50,58,43,55,56,46,52,39,33,57,45
41,59,49,51,61,35,53,58,58,50,58,43,55,57,46,52,39,33,57,45
41,59,49,51,61,35,53,58,58,50,58,43,55,57,47,52,39,32,57,45
41,59,49,51,61,35,53,58,58,50,57,43,55,57,47,52,39,32,57,46
41,59,49,51,61,36,53,58,58,50,57,43,55,57,46,52,39,32,57,46
40,59,49,51,61,36,53,58,58,50,57,43,55,58,46,52,39,32,57,46
40,59,49,51,61,36,53,58,58,50,58,43,54,58,46,52,39,32,57,46
40,59,49,52,60,36,53,58,58,50,58,43,54,58,46,52,39,32,57,46
41,59,49,52,60,36,53,58,58,50,58,42,54,58,46,52,39,32,57,46
41,59,49,52,60,37,53,58,58,50,58,42,54,58,46,52,38,32,57,46
41,59,49,52,60,37,54,58,58,50,58,42,54,58,46,52,38,31,57,46
41,59,49,52,59,37,54,58,58,50,58,42,54,58,47,52,38,31,57,46
41,59,49,52,60,37,54,58,58,50,58,42,53,58,47,52,38,31,57,46
41,59,49,51,60,37,55,58,58,50,58,42,53,58,47,52,38,31,57,46
41,59,49,51,59,37,55,58,58,50,58,42,53,58,47,52,38,31,58,46
41,59,49,51,59,37,55,58,58,50,58,42,53,58,47,52,37,31,58,47
41,59,49,51,59,37,55,58,58,50,58,42,53,58,47,52,37,31,58,47
41,59,49,51,59,37,55,58,58,50,58,41,53,58,47,52,37,31,59,47
41,59,49,51,59,37,55,58,58,50,58,41,53,58,47,52,37,31,59,47
41,59,49,51,59,37,55,58,58,50,58,41,52,58,47,52,37,31,59,48
41,59,49,51,59,37,55,58,58,50,58,41,52,58,47,53,37,31,58,48
41,59,49,51,59,37,55,57,58,50,58,42,52,58,47,53,37,31,58,48
41,59,49,52,59,37,55,57,57,50,58,42,52,58,47,53,37,31,58,48
41,59,49,52,59,37,56,57,57,50,58,42,52,58,47,53,37,30,58,48
41,59,49,52,59,37,56,57,57,50,59,42,52,58,47,53,36,30,58,48
41,59,49,52,59,37,56,57,57,50,59,42,53,58,46,53,36,30,58,48
40,59,49,52,59,37,56,57,57,50,60,42,53,58,46,53,36,30,58,48
40,59,49,52,58,38,56,57,57,50,60,42,53,58,46,53,36,30,58,48
39,59,49,52,58,38,56,57,58,50,60,42,53,58,46,53,36,30,58,48
39,59,49,52,58,38,56,57,58,50,60,42,53,58,46,53,36,30,58,48
39,59,49,52,59,38,56,57,58,50,60,42,53,58,46,53,36,30,57,48
39,59,49,51,59,38,56,58,58,50,60,42,53,58,46,53,36,30,57,48
39,59,49,51,59,38,56,58,58,50,60,42,54,58,46,52,36,30,57,48
39,59,49,51,59,38,56,58,58,50,60,42,54,58,46,52,36,30,57,48
39,60,49,51,59,37,56,58,58,50,60,42,54,58,46,52,36,30,57,48
39,60,49,51,59,38,56,58,58,50,60,42,54,58,45,52,36,30,57,48
39,60,49,51,59,39,56,58,58,50,60,42,54,58,45,52,35,30,57,48
39,60,49,51,59,39,56,58,58,50,60,42,54,58,45,51,35,30,58,48
39,60,49,51,59,39,56,58,58,50,60,43,54,58,44,51,35,30,58,48
39,60,49,51,59,39,56,58,58,50,60,43,54,58,44,52,35,30,57,48
39,60,49,51,58,39,56,58,59,50,60,43,54,58,44,52,35,30,57,48
39,60,49,51,58,39,57,58,59,50,60,42,54,58,44,52,35,30,57,48
39,60,49,52,58,39,57,58,59,50,59,42,54,58,44,52,35,30,57,48
39,60,48,52,58,39,57,58,59,50,59,42,54,59,44,52,35,30,57,48
39,60,48,52,58,39,58,58,59,50,59,42,53,59,44,52,35,30,57,48
39,60,48,52,58,39,58,58,59,50,59,42,53,59,44,52,36,30,56,48
39,60,48,52,58,39,58,59,59,50,59,42,53,59,44,52,36,30,55,48
39,59,48,52,58,39,58,60,59,50,59,42,53,59,44,52,36,30,55,48
38,60,48,52,58,39,58,60,59,50,59,42,53,59,44,52,36,30,55,48
37,60,48,52,58,39,59,60,59,50,59,42,53,59,44,52,36,30,55,48
37,60,48,52,58,40,59,60,59,50,59,42,53,58,44,52,36,30,55,48
37,60,48,51,59,40,59,60,59,50,59,42,53,58,44,52,36,30,55,48
37,60,48,51,59,40,59,60,59,50,59,42,53,57,44,53,36,30,55,48
37,60,48,51,59,40,59,59,59,50,59,42,53,57,45,53,36,30,55,48
37,60,48,51,59,40,59,59,59,50,59,42,53,58,45,53,36,30,55,47
37,60,48,51,59,40,59,59,59,50,59,42,53,58,45,53,36,30,55,47
37,61,48,51,59,40,59,59,59,50,59,41,53,58,45,53,36,30,55,47
37,61,48,51,59,40,59,59,59,50,59,41,53,58,44,53,37,30,55,47
37,61,48,51,59,40,59,60,59,50,59,41,52,58,44,53,37,30,55,47
37,61,48,51,59,40,59,60,58,50,59,41,52,59,44,53,37,30,55,47
37,62,48,51,59,40,59,60,58,50,59,41,52,58,44,53,37,30,55,47
37,62,47,51,59,40,59,60,58,50,59,41,52,58,44,54,37,30,55,47
37,62,48,51,59,40,59,60,58,50,59,40,52,58,44,54,37,30,55,47
37,61,48,51,59,40,60,60,58,50,59,40,52,58,44,54,37,30,55,47
37,61,48,51,59,40,61,60,58,50,59,40,52,58,44,54,37,29,55,47
37,61,48,51,59,40,61,60,58,49,60,40,52,58,44,54,37,29,55,47
37,61,48,51,59,40,61,60,59,49,60,40,52,58,44,54,37,29,55,46
37,61,48,51,59,41,61,60,59,49,60,40,52,58,44,54,37,29,55,45
36,61,48,51,59,41,61,61,59,49,60,40,52,58,44,54,37,29,55,45
36,61,48,51,59,41,61,61,59,49,60,40,52,58,45,53,37,29,55,45
36,61,48,50,60,41,61,61,59,49,60,40,52,58,45,53,37,29,55,45
36,61,48,50,60,41,61,61,59,49,60,40,52,58,45,53,37,28,56,45
36,61,48,50,60,41,61,61,59,50,59,40,52,58,45,53,37,28,56,45
36,61,49,50,60,41,61,61,59,49,59,40,52,58,45,53,37,28,56,45
36,61,49,50,60,41,61,61,59,49,59,39,52,59,45,53,37,28,56,45
37,61,49,50,59,41,61,61,59,49,59,39,52,59,45,53,37,28,56,45
37,62,49,50,59,41,61,61,59,49,58,39,52,59,45,53,37,28,56,45
37,62,48,50,59,41,62,61,59,49,58,39,52,59,45,53,37,28,56,45
37,62,48,50,59,41,62,61,59,49,58,39,52,59,45,53,38,28,55,45
37,62,48,50,59,41,62,61,59,49,59,39,52,59,45,53,38,27,55,45
36,62,48,50,59,41,62,61,59,49,59,39,53,59,45,53,38,27,55,45
36,61,48,50,59,41,62,61,59,49,60,39,53,59,45,53,38,27,55,45
36,61,49,50,59,41,62,61,58,49,60,39,53,59,45,53,38,27,55,45
36,61,49,51,59,41,62,61,58,48,60,39,53,59,45,53,38,27,55,45
36,61,49,52,59,40,62,61,58,48,60,39,53,59,45,53,38,27,55,45
36,61,49,52,59,40,62,61,58,47,60,39,54,59,45,53,38,27,55,45
35,61,49,52,59,40,62,61,58,47,60,40,54,59,45,53,38,27,55,45
36,61,49,52,58,40,62,61,58,47,60,40,54,59,45,53,38,27,55,45
36,61,49,52,58,40,62,61,58,46,60,40,54,59,45,53,38,28,55,45
36,61,49,52,58,41,62,61,58,46,60,40,54,58,45,53,38,28,55,45
36,61,49,52,58,41,62,61,57,46,60,40,55,58,45,53,38,28,55,45
36,61,49,52,58,41,62,61,57,46,60,40,55,58,45,53,38,27,55,46
36,61,49,52,58,41,62,61,58,46,60,39,55,58,45,53,38,27,55,46
36,61,49,52,58,41,62,61,59,46,60,39,55,58,45,53,38,27,55,45
36,61,50,52,58,41,62,61,59,46,60,39,55,57,45,53,38,27,55,45
36,61,50,53,58,41,62,61,59,46,60,39,55,57,45,52,38,27,55,45
36,62,50,53,58,41,62,61,59,46,60,38,55,57,45,52,38,27,55,45
36,63,50,53,58,41,62,61,59,46,60,38,55,57,45,52,37,27,55,45
36,63,49,53,58,41,62,61,59,46,61,38,55,57,45,52,37,27,55,45
36,62,49,53,58,41,62,61,59,46,61,38,55,57,45,52,37,28,55,45
36,62,49,53,58,41,62,61,59,46,61,39,55,57,45,52,37,27,55,45
36,62,49,53,58,41,62,61,59,46,61,39,55,57,45,52,37,27,55,45
36,62,49,53,58,41,62,61,59,46,61,39,55,57,46,52,37,27,54,45
37,62,49,53,58,41,62,61,59,46,61,39,55,57,46,52,37,27,53,45
37,62,49,53,58,41,62,61,59,46,61,39,55,57,46,52,37,27,53,45
37,62,49,53,58,41,63,61,59,46,61,39,55,56,46,52,37,27,53,45
37,62,49,53,58,41,63,61,59,46,61,38,56,56,46,52,37,27,53,45
37,62,49,53,59,41,63,61,59,46,61,38,56,56,46,52,37,27,53,44
37,62,49,53,59,41,63,61,59,47,61,38,56,56,46,52,36,27,53,44
37,62,49,53,58,41,63,62,59,47,61,38,56,56,46,52,36,27,53,44
37,62,49,53,58,41,64,62,59,47,61,38,56,56,46,52,36,26,53,44
37,62,49,53,58,41,64,62,58,47,61,38,56,56,46,52,36,26,53,45
37,62,49,53,58,40,64,62,58,47,61,38,56,56,46,52,36,26,53,46
37,62,49,53,58,40,64,62,58,46,61,38,56,57,46,52,36,26,53,46
37,62,49,53,58,40,64,62,58,46,60,38,56,57,46,53,36,26,53,46
37,62,49,53,58,40,64,62,58,46,60,38,56,57,46,54,36,26,53,45
37,62,49,54,58,40,64,62,58,46,60,38,55,57,46,54,36,26,53,45
37,62,49,54,58,40,64,62,58,46,60,38,54,57,46,55,36,26,53,45
37,62,49,54,58,40,64,62,58,46,60,38,54,58,46,54,36,26,53,45
37,62,49,54,59,40,64,62,58,46,60,38,54,58,46,54,36,26,52,45
37,62,49,54,59,40,64,63,58,46,60,38,54,57,46,54,36,26,52,45
37,61,49,54,59,40,64,63,58,46,60,38,54,58,46,54,36,26,52,45
38,61,49,54,59,40,63,63,58,46,60,38,54,58,46,54,36,26,52,45
38,61,49,54,59,40,63,63,59,46,60,37,54,58,46,54,36,26,52,45
38,62,49,53,59,40,63,63,59,46,60,37,54,58,46,54,36,26,52,45
38,61,49,53,59,40,63,63,59,46,60,37,54,58,47,54,36,26,52,45
38,61,49,53,59,40,62,63,59,46,60,37,55,58,47,54,36,26,52,45
38,61,49,54,58,40,62,63,59,46,60,37,55,58,47,54,36,26,52,45
38,61,49,54,59,40,62,63,59,46,60,37,55,57,47,54,36,26,52,45
38,61,49,54,59,40,62,63,59,46,60,37,55,57,48,54,36,26,51,45
38,61,49,54,59,40,62,63,59,46,60,37,55,58,48,54,36,25,51,45
38,61,49,54,59,40,62,63,58,46,60,37,55,58,48,54,36,25,51,46
38,62,49,54,59,40,61,63,58,46,60,37,55,58,48,54,36,25,51,46
38,62,49,54,59,40,61,63,58,46,60,37,55,58,48,54,36,25,51,46
37,62,49,55,59,40,61,63,58,46,60,37,55,58,48,54,36,25,51,46
37,62,49,55,59,40,60,64,58,46,60,37,55,58,48,54,36,25,51,46
37,62,49,55,59,40,60,64,58,46,60,36,55,58,48,54,36,25,52,46
37,61,49,55,59,40,60,64,58,46,60,36,55,58,48,55,36,25,52,46
37,61,49,55,59,40,60,64,58,45,60,37,55,58,48,55,36,25,52,46
37,61,48,55,59,40,60,64,58,45,60,37,55,58,48,56,36,25,52,46
37,61,48,55,58,40,60,64,58,45,60,37,55,58,48,57,36,25,52,46
37,61,48,55,58,40,60,65,57,45,60,37,55,58,48,57,36,25,52,46
37,61,48,55,58,41,60,65,57,45,60,37,55,57,48,57,36,25,52,46
37,61,48,55,58,41,60,65,57,45,59,37,55,57,48,57,36,25,52,47
37,60,48,55,58,41,60,65,57,45,59,37,55,57,48,57,36,25,52,48
37,59,48,55,58,41,60,65,57,45,59,37,55,57,48,58,36,25,52,48
37,59,48,55,58,41,60,65,56,45,59,37,56,57,48,58,36,25,52,48
37,59,48,55,58,41,60,65,57,45,58,37,56,57,48,58,36,25,52,48
37,59,48,55,58,41,60,65,57,45,58,37,56,57,47,58,36,26,52,48
37,59,48,55,58,41,59,65,57,45,58,37,57,57,47,58,36,26,52,48
37,59,48,55,58,41,59,66,57,45,58,36,57,57,47,58,36,26,52,48
37,59,48,54,58,41,59,66,57,45,58,36,57,58,47,58,36,26,52,48
36,59,48,54,58,41,59,66,57,45,58,36,57,58,47,58,37,26,52,48
36,59,48,54,58,41,59,66,57,45,58,35,57,58,47,59,37,26,52,48
36,59,48,54,58,41,59,66,57,45,58,35,57,58,47,59,37,26,51,49
36,58,48,54,58,41,59,66,57,45,58,35,57,58,47,60,37,26,51,49
36,58,47,55,58,41,59,66,57,45,58,35,57,58,47,60,37,26,51,49
36,58,47,55,58,41,59,66,57,45,57,35,58,58,47,60,37,26,51,49
36,58,48,55,58,41,59,65,57,45,57,35,58,58,47,60,37,26,51,49
36,58,48,54,58,41,59,65,58,45,57,35,58,58,47,60,37,26,51,49
36,58,48,54,58,41,59,64,58,45,57,35,58,59,47,60,37,26,51,49
35,58,48,54,58,41,59,64,58,46,57,35,58,59,47,60,37,26,51,49
35,58,48,54,58,41,59,63,58,46,57,35,58,59,47,60,37,26,52,49
35,58,48,54,58,41,59,63,58,46,57,35,58,59,46,60,37,26,53,49
35,58,48,54,58,41,59,63,58,46,57,35,58,59,46,60,37,26,53,49
35,58,48,54,58,41,60,63,58,45,57,35,58,59,46,60,37,26,53,49
35,58,48,54,59,41,60,63,58,45,57,35,58,59,46,60,37,26,52,49
35,58,48,54,59,41,60,63,58,45,57,35,58,59,46,61,37,26,52,48
35,58,48,54,59,41,60,63,58,45,57,35,58,58,46,61,37,27,52,48
35,58,48,54,59,41,59,64,58,45,57,35,58,58,46,61,37,27,52,48
36,58,48,54,59,41,59,64,58,45,57,35,58,58,46,61,37,27,52,47
36,58,48,54,60,41,59,64,58,45,57,35,58,58,46,61,36,27,52,47
36,58,48,54,60,42,59,64,58,45,57,35,58,58,46,61,36,26,52,47
36,58,48,54,60,42,59,64,57,45,57,35,59,58,46,61,36,26,52,47
36,58,48,54,60,42,59,64,57,45,57,34,59,58,46,61,36,26,52,48
36,58,47,54,60,42,59,64,57,45,57,35,59,58,46,61,36,26,52,48
36,58,48,54,60,42,59,64,57,45,57,35,59,58,45,61,36,26,52,48
35,58,48,54,60,42,59,64,57,45,57,35,59,58,45,61,36,26,53,48
35,57,48,54,60,42,59,64,57,46,57,35,59,58,45,61,36,26,53,48
35,56,48,54,60,42,59,64,57,46,57,35,59,58,45,61,36,26,53,49
34,56,48,54,60,42,59,64,57,46,57,35,59,58,45,61,37,26,53,49
34,56,48,53,60,42,60,64,57,46,57,35,59,58,45,61,37,26,53,49
34,56,48,53,59,42,60,64,57,46,57,35,59,58,46,61,37,26,53,49
34,57,48,53,59,42,60,64,57,46,57,35,58,58,46,61,37,26,53,49
34,57,48,53,59,41,60,64,57,46,57,36,58,58,46,61,37,26,53,49
34,57,48,53,59,41,59,64,58,46,57,36,58,58,46,61,37,26,53,49
34,57,48,53,59,42,59,63,58,46,57,36,58,58,46,61,37,26,53,49
34,57,48,53,58,42,59,63,58,46,57,37,58,58,46,61,37,26,53,49
34,57,48,53,58,42,59,63,58,46,57,37,58,59,46,61,37,26,53,48
34,58,48,53,58,42,58,63,58,46,57,37,58,59,46,61,37,26,53,48
34,58,47,53,58,42,58,63,58,46,57,37,58,59,46,61,38,26,53,48
34,58,47,54,58,42,57,63,58,46,57,37,58,59,46,61,38,26,53,48
34,58,47,54,58,42,57,63,58,46,57,37,59,58,46,61,38,26,53,48
34,58,47,54,57,42,58,63,58,46,57,37,59,58,46,61,38,26,53,48
34,58,48,54,57,42,58,63,58,46,57,37,59,58,46,61,38,26,52,48
34,57,48,54,57,42,58,63,58,46,57,37,59,58,46,62,38,26,52,48
35,57,48,54,57,42,58,63,58,46,57,37,59,58,46,62,38,26,51,48
35,57,48,54,57,42,58,63,58,47,57,37,58,58,46,62,38,26,51,48
35,57,48,54,57,42,58,63,58,48,57,37,58,58,46,62,37,26,51,48
35,57,48,54,57,42,58,63,57,48,57,37,58,58,46,63,37,26,51,48
35,57,48,55,57,41,58,63,57,48,57,37,58,58,46,63,37,26,51,48
34,57,48,55,57,41,58,63,57,48,57,37,58,58,47,63,37,26,51,48
34,57,48,55,57,41,58,63,57,48,57,37,58,58,46,63,38,26,51,48
34,57,48,55,57,41,59,63,57,48,57,37,58,58,46,63,37,26,51,48
34,57,47,55,57,41,59,63,57,49,57,37,58,58,46,63,37,26,51,48
34,57,47,55,57,41,59,63,57,49,57,37,59,57,46,63,37,26,51,48
34,57,47,55,57,41,59,63,57,49,56,37,59,57,46,63,37,26,52,48
34,57,47,55,57,41,59,63,57,49,56,36,59,57,46,64,37,26,52,48
34,57,47,54,57,41,59,63,57,49,56,36,59,58,46,64,37,26,52,48
34,57,47,54,57,41,59,63,57,49,56,36,59,59,46,63,37,26,52,48
34,57,47,54,57,41,59,63,57,49,56,36,59,59,46,63,37,25,52,49
34,57,47,54,58,40,59,63,57,49,56,36,59,59,46,63,37,25,52,49
34,57,47,54,58,40,59,63,57,49,56,36,58,59,46,63,37,26,52,49
34,57,46,54,58,40,59,63,57,49,57,36,58,59,46,63,37,26,52,49
34,57,46,54,58,40,59,63,56,49,57,36,58,59,46,63,37,26,52,50
34,57,46,53,58,40,60,63,56,49,57,36,58,59,46,63,37,26,52,50
34,56,46,53,58,40,60,63,56,49,57,36,58,59,46,64,37,26,52,50
34,56,46,53,58,40,60,62,56,49,57,36,58,59,46,65,37,26,52,50
34,56,46,53,58,40,59,62,56,49,57,36,58,59,46,65,37,27,52,50
34,56,46,53,58,40,59,62,56,49,57,36,59,59,46,65,37,26,52,50
34,56,46,52,58,40,59,62,56,50,57,36,59,59,46,65,37,26,52,50
34,56,46,51,58,40,59,62,56,50,57,36,59,59,47,65,37,26,52,50
34,56,46,50,58,40,59,62,56,50,57,36,59,59,47,65,37,27,52,50
34,56,46,50,58,40,59,62,56,51,57,36,59,59,47,65,37,26,52,50
34,56,46,51,58,40,59,62,56,51,57,36,59,58,47,65,37,26,52,50
34,56,46,50,58,40,59,62,56,51,57,36,59,58,47,65,37,26,52,51
34,57,46,49,58,40,59,62,56,51,57,36,59,58,47,65,37,26,52,51
34,57,46,49,58,40,59,62,56,51,57,37,59,58,47,65,36,26,52,51
34,57,46,48,59,40,59,62,56,51,57,37,59,58,47,65,36,26,52,51
34,57,45,48,59,40,60,62,56,51,57,37,59,58,47,65,36,26,52,51
34,57,45,48,59,40,60,62,56,51,56,37,59,58,47,65,36,27,52,51
34,57,45,48,59,40,60,62,57,51,56,37,59,58,47,64,36,27,52,51
34,57,45,48,59,40,60,61,58,51,56,37,59,58,47,64,36,27,52,51
34,57,45,48,59,40,59,61,59,51,56,37,59,58,47,64,36,27,52,51
34,57,45,48,59,40,59,61,59,51,56,37,58,59,47,64,36,27,52,51
34,57,45,49,59,40,59,61,59,51,56,37,58,58,47,64,36,27,52,51
34,57,44,49,59,40,59,61,59,51,56,37,58,58,47,65,36,27,52,51
34,57,44,49,59,40,59,62,59,50,56,37,58,58,47,65,36,27,52,51
34,57,44,49,59,40,59,63,59,50,56,37,58,58,47,65,36,26,52,51
33,57,44,49,60,40,59,63,59,50,56,37,58,58,47,65,36,26,52,51
33,57,44,49,61,40,59,63,59,50,56,37,58,57,47,65,36,26,52,51
33,57,44,49,61,40,59,63,59,49,57,37,58,57,47,65,36,26,52,51
34,57,44,49,61,40,59,63,59,49,57,37,58,57,47,64,36,26,52,51
34,57,44,49,61,39,59,63,59,49,57,37,58,57,47,64,37,26,52,51
33,57,44,49,61,39,59,63,59,49,57,37,58,57,47,65,37,26,52,51
33,57,44,49,61,39,59,63,59,50,57,37,58,57,47,65,37,25,52,51
33,57,44,49,61,39,59,63,59,51,57,37,58,57,47,65,36,25,52,51
33,57,44,49,60,39,59,63,59,51,57,37,59,57,47,65,36,25,52,51
33,57,44,49,60,39,59,63,59,51,57,37,59,57,47,65,37,24,52,51
33,57,44,49,60,38,59,64,59,51,57,37,59,57,47,65,37,24,52,51
33,57,44,49,59,38,59,64,59,51,57,37,60,57,47,65,37,24,52,51
33,57,44,49,59,39,59,64,58,51,57,37,60,57,47,65,37,24,52,51
33,58,44,49,59,39,59,64,58,50,57,37,60,57,47,65,37,24,52,51
33,58,43,49,59,39,59,64,58,50,58,37,60,57,47,65,37,24,52,51
33,58,43,48,59,39,59,64,58,50,59,37,60,57,47,65,37,24,52,51
33,58,43,48,60,39,59,64,58,50,59,37,60,57,46,65,37,24,52,51
33,58,43,48,60,39,59,64,58,50,59,37,60,57,46,65,37,24,53,50
33,57,43,48,60,39,59,64,59,50,59,37,60,57,46,65,37,24,53,50
33,57,43,48,60,39,59,64,59,50,58,37,60,57,46,65,37,25,53,50
33,57,43,48,60,39,59,64,59,50,58,37,60,57,46,66,37,25,53,49
33,57,43,48,60,40,59,63,59,50,58,37,60,57,46,66,37,25,53,49
33,57,43,48,61,40,59,63,59,50,58,37,60,56,46,66,37,25,53,49
33,56,43,48,61,40,59,63,59,50,58,37,60,57,46,66,37,25,53,49
33,55,43,48,61,41,59,63,59,50,58,37,60,57,46,66,37,25,53,49
33,55,43,48,61,40,59,63,60,50,58,37,60,57,46,66,37,25,53,49
33,54,43,48,61,40,59,63,60,50,58,38,60,57,46,66,37,25,53,49
33,54,43,48,61,40,59,63,60,50,58,39,60,57,46,65,37,25,53,49
33,54,43,48,61,40,59,63,59,50,58,40,60,57,46,65,37,25,53,49
33,54,43,48,61,40,59,63,59,50,58,40,60,57,46,65,37,25,53,49
33,54,43,48,61,40,59,63,59,49,58,40,60,57,46,65,37,25,54,49
33,54,43,49,61,40,59,62,59,49,58,40,60,57,46,65,37,25,54,49
33,54,42,49,61,40,60,62,59,49,58,40,60,57,46,65,37,25,54,49
33,54,43,48,61,40,60,62,59,49,58,40,60,57,46,65,37,25,54,49
33,54,43,48,61,41,60,62,59,49,58,40,60,57,46,64,37,25,54,49
34,54,43,48,61,41,60,62,59,49,58,40,60,57,46,64,36,25,54,49
34,54,42,48,61,41,60,62,59,50,58,40,60,57,46,64,36,25,54,49
34,54,42,48,61,41,60,62,59,50,58,40,60,57,47,64,36,24,54,49
34,53,42,48,61,41,60,62,59,50,58,40,60,57,47,64,36,24,55,49
34,53,42,48,61,41,60,62,59,50,58,41,60,57,46,64,36,24,55,49
34,53,42,48,62,41,60,62,59,50,58,41,60,57,46,64,36,23,55,49
34,53,42,48,62,41,59,62,59,50,58,42,60,57,46,64,36,23,55,49
34,53,43,48,62,41,59,62,59,50,58,42,60,57,46,64,36,22,55,49
34,53,43,48,62,41,58,62,59,50,58,42,60,57,46,64,36,22,56,49
34,53,44,48,62,41,58,61,59,50,58,42,60,57,46,64,36,22,56,49
34,53,44,48,62,41,58,61,58,50,58,42,60,58,46,64,36,22,56,49
34,53,44,48,62,41,58,61,58,50,58,42,60,58,46,64,36,22,56,49
34,53,44,48,62,41,58,61,58,49,58,43,60,58,46,64,36,22,56,49
34,53,44,48,62,40,58,61,58,49,58,43,60,58,47,64,36,22,56,49
34,52,44,48,62,40,59,61,58,49,58,43,60,58,47,64,36,22,56,49
33,52,44,48,62,40,59,61,58,50,58,43,60,58,47,64,36,22,56,49
33,52,44,48,62,40,59,61,58,50,58,44,60,58,47,64,35,22,56,49
33,52,44,48,62,40,59,61,58,50,57,44,61,58,47,64,35,22,56,49
33,52,44,48,62,40,59,61,58,50,57,43,61,58,47,64,35,22,57,49
33,52,44,47,62,40,59,61,58,50,57,43,61,58,48,64,35,22,57,49
32,52,44,47,62,40,59,61,58,50,57,43,62,58,48,64,35,22,57,49
32,52,44,47,62,40,59,61,58,50,56,43,62,58,48,64,35,22,58,49
32,52,44,48,62,40,59,61,58,50,56,43,62,58,47,64,35,22,58,49
32,52,44,48,62,40,58,61,58,51,56,43,62,58,47,64,35,22,58,49
32,52,44,48,62,41,58,61,58,51,55,43,62,58,47,64,35,22,58,49
32,52,44,48,62,41,58,61,58,51,55,43,62,58,47,64,35,22,58,49
32,52,44,48,62,41,58,61,58,51,55,43,63,58,47,64,34,22,58,49
32,52,44,48,62,41,58,61,59,51,55,43,62,58,47,64,34,22,58,49
32,52,44,48,62,41,58,61,58,51,55,43,62,58,47,64,34,22,59,49
32,52,44,48,62,41,58,61,57,51,55,43,63,58,47,64,34,22,59,49
32,52,44,48,62,41,58,61,57,51,55,44,63,58,47,64,34,21,59,49
32,52,44,48,62,41,58,61,57,51,55,43,63,58,47,64,34,22,59,49
32,52,44,48,62,41,58,61,57,51,55,43,63,57,47,64,34,22,60,49
32,52,44,48,62,41,57,61,57,51,55,44,63,57,47,64,34,22,60,49
32,52,44,48,61,41,57,61,57,51,55,44,63,57,47,64,34,22,61,49
32,52,44,48,61,41,57,62,57,51,55,44,63,57,47,64,33,22,61,49
31,52,44,48,61,41,57,62,57,51,55,44,63,57,47,65,33,22,61,49
31,52,44,48,61,41,58,62,57,51,55,44,63,57,47,65,33,22,61,48
31,52,45,48,61,41,58,62,57,51,55,43,63,57,47,65,33,22,61,48
31,52,45,48,61,41,58,62,57,51,55,43,63,57,47,65,33,22,61,48
31,52,45,49,60,41,58,62,57,51,55,43,63,57,47,65,33,22,61,48
31,52,45,48,60,41,58,62,57,51,55,43,63,57,47,65,33,23,61,48
31,52,44,48,60,41,58,62,57,51,55,43,63,58,47,65,33,23,61,48
31,52,44,48,60,41,59,61,57,51,55,43,63,58,47,65,33,23,61,48
31,52,44,48,60,41,59,61,56,51,55,43,64,58,47,65,33,23,61,48
31,53,44,48,60,41,59,61,56,51,55,43,63,58,47,65,33,23,61,48
31,52,44,48,60,41,59,61,56,51,55,43,63,58,47,65,33,24,61,48
30,52,44,48,60,41,59,62,56,51,55,43,63,58,47,65,33,24,61,48
31,52,44,48,60,40,59,62,56,51,55,43,63,58,47,65,33,24,61,48
31,53,44,48,60,40,59,62,56,51,55,43,63,58,47,65,33,23,61,48
31,53,44,48,60,40,59,62,56,51,55,43,64,57,47,65,33,23,61,48
31,53,44,48,60,40,59,62,56,51,55,42,64,57,47,66,33,23,61,48
32,53,44,48,60,40,59,61,56,51,55,42,64,57,47,66,33,23,61,48
32,53,45,48,60,40,59,61,56,50,55,42,64,57,47,66,33,23,61,48
32,53,45,48,60,40,59,61,56,50,55,41,64,57,47,66,33,24,61,48
32,53,45,48,60,40,59,61,56,49,55,41,64,57,47,67,33,24,61,48
32,53,45,48,61,40,59,61,56,49,55,41,64,57,47,67,33,24,60,48
33,53,45,48,61,40,59,61,56,49,55,41,64,57,46,67,33,24,60,48
33,54,45,48,61,40,59,61,56,49,55,41,64,57,46,67,33,24,59,48
32,54,45,48,61,40,59,61,56,49,56,41,64,57,46,67,33,24,59,48
32,54,45,48,61,40,59,61,56,49,56,41,64,57,47,66,33,24,59,48
32,54,45,49,61,40,59,61,56,48,56,41,64,57,47,66,33,24,59,48
32,53,45,49,62,40,59,61,56,48,56,41,64,57,47,66,33,24,59,48
32,54,45,49,62,40,59,61,56,48,56,41,64,57,47,66,33,24,58,48
32,54,45,49,62,39,60,61,56,48,56,41,64,57,47,66,33,24,58,48
32,54,45,49,62,38,60,61,56,48,56,41,64,58,47,66,33,24,58,48
32,54,45,49,61,38,60,61,56,48,56,41,64,58,48,66,33,24,58,48
32,54,45,49,61,38,59,61,56,48,57,41,64,58,48,66,33,24,58,48
32,54,45,49,61,38,60,61,56,48,57,41,64,58,48,66,33,23,58,48
32,54,45,49,61,38,60,61,56,48,57,42,64,58,48,66,33,23,58,47
32,54,45,49,61,38,60,61,57,48,56,42,64,58,48,66,33,23,58,47
